id,attribute,value,k,group_fairness_score
30, gender,1,25,0.18
31, gender,0,5,0.09999999999999998
31, gender,0,10,0.0
31, gender,0,20,-0.19999999999999996
31, gender,0,25,-0.21999999999999997
31, gender,1,5,-0.09999999999999998
31, gender,1,10,0.0
31, gender,1,20,0.2
31, gender,1,25,0.21999999999999997
32, gender,0,5,-0.5
32, gender,0,10,-0.30000000000000004
32, gender,0,20,-0.19999999999999996
32, gender,0,25,-0.09999999999999998
32, gender,1,5,0.5
32, gender,1,10,0.3
32, gender,1,20,0.2
32, gender,1,25,0.09999999999999998
33, gender,0,5,-0.5
33, gender,0,10,-0.30000000000000004
33, gender,0,20,-0.15000000000000002
33, gender,0,25,-0.14
33, gender,1,5,0.5
33, gender,1,10,0.3
33, gender,1,20,0.15000000000000002
33, gender,1,25,0.14
34, gender,0,5,-0.30000000000000004
34, gender,0,10,-0.19999999999999996
34, gender,0,20,-0.15000000000000002
34, gender,0,25,-0.18000000000000005
34, gender,1,5,0.3
34, gender,1,10,0.2
34, gender,1,20,0.15000000000000002
34, gender,1,25,0.18
35, gender,0,5,-0.5
35, gender,0,10,-0.30000000000000004
35, gender,0,20,-0.15000000000000002
35, gender,0,25,-0.09999999999999998
35, gender,1,5,0.5
35, gender,1,10,0.3
35, gender,1,20,0.15000000000000002
35, gender,1,25,0.09999999999999998
36, gender,0,5,-0.30000000000000004
36, gender,0,10,-0.30000000000000004
36, gender,0,20,-0.19999999999999996
36, gender,0,25,-0.18000000000000005
36, gender,1,5,0.3
36, gender,1,10,0.3
36, gender,1,20,0.2
36, gender,1,25,0.18
37, gender,0,5,-0.5
37, gender,0,10,-0.30000000000000004
37, gender,0,20,-0.15000000000000002
37, gender,0,25,-0.14
37, gender,1,5,0.5
37, gender,1,10,0.3
37, gender,1,20,0.15000000000000002
37, gender,1,25,0.14
38, gender,0,5,-0.09999999999999998
38, gender,0,10,0.0
38, gender,0,20,-0.09999999999999998
38, gender,0,25,-0.09999999999999998
38, gender,1,5,0.09999999999999998
38, gender,1,10,0.0
38, gender,1,20,0.09999999999999998
38, gender,1,25,0.09999999999999998
39, gender,0,5,-0.09999999999999998
39, gender,0,10,0.09999999999999998
39, gender,0,20,0.0
39, gender,0,25,-0.09999999999999998
39, gender,1,5,0.09999999999999998
39, gender,1,10,-0.09999999999999998
39, gender,1,20,0.0
39, gender,1,25,0.09999999999999998
40, gender,0,5,-0.09999999999999998
40, gender,0,10,-0.19999999999999996
40, gender,0,20,-0.15000000000000002
40, gender,0,25,-0.21999999999999997
40, gender,1,5,0.09999999999999998
40, gender,1,10,0.2
40, gender,1,20,0.15000000000000002
40, gender,1,25,0.21999999999999997
41, gender,0,5,0.3
41, gender,0,10,0.09999999999999998
41, gender,0,20,-0.050000000000000044
41, gender,0,25,-0.020000000000000018
41, gender,1,5,-0.30000000000000004
41, gender,1,10,-0.09999999999999998
41, gender,1,20,0.04999999999999999
41, gender,1,25,0.020000000000000018
42, gender,0,5,-0.5
42, gender,0,10,-0.30000000000000004
42, gender,0,20,-0.15000000000000002
42, gender,0,25,-0.14
42, gender,1,5,0.5
42, gender,1,10,0.3
42, gender,1,20,0.15000000000000002
42, gender,1,25,0.14
43, gender,0,5,-0.5
43, gender,0,10,-0.30000000000000004
43, gender,0,20,-0.15000000000000002
43, gender,0,25,-0.14
43, gender,1,5,0.5
43, gender,1,10,0.3
43, gender,1,20,0.15000000000000002
43, gender,1,25,0.14
44, gender,0,5,-0.30000000000000004
44, gender,0,10,-0.09999999999999998
44, gender,0,20,0.0
44, gender,0,25,-0.020000000000000018
44, gender,1,5,0.3
44, gender,1,10,0.09999999999999998
44, gender,1,20,0.0
44, gender,1,25,0.020000000000000018
45, gender,0,5,-0.09999999999999998
45, gender,0,10,0.0
45, gender,0,20,-0.15000000000000002
45, gender,0,25,-0.21999999999999997
45, gender,1,5,0.09999999999999998
45, gender,1,10,0.0
45, gender,1,20,0.15000000000000002
45, gender,1,25,0.21999999999999997
46, gender,0,5,-0.5
46, gender,0,10,-0.30000000000000004
46, gender,0,20,-0.15000000000000002
46, gender,0,25,-0.09999999999999998
46, gender,1,5,0.5
46, gender,1,10,0.3
46, gender,1,20,0.15000000000000002
46, gender,1,25,0.09999999999999998
47, gender,0,5,-0.5
47, gender,0,10,-0.30000000000000004
47, gender,0,20,-0.15000000000000002
47, gender,0,25,-0.14
47, gender,1,5,0.5
47, gender,1,10,0.3
47, gender,1,20,0.15000000000000002
47, gender,1,25,0.14
48, gender,0,5,-0.09999999999999998
48, gender,0,10,-0.19999999999999996
48, gender,0,20,-0.050000000000000044
48, gender,0,25,-0.09999999999999998
48, gender,1,5,0.09999999999999998
48, gender,1,10,0.2
48, gender,1,20,0.04999999999999999
48, gender,1,25,0.09999999999999998
49, gender,0,5,-0.5
49, gender,0,10,-0.30000000000000004
49, gender,0,20,-0.15000000000000002
49, gender,0,25,-0.14
49, gender,1,5,0.5
49, gender,1,10,0.3
49, gender,1,20,0.15000000000000002
49, gender,1,25,0.14
50, gender,0,5,-0.09999999999999998
50, gender,0,10,0.09999999999999998
50, gender,0,20,-0.050000000000000044
50, gender,0,25,-0.09999999999999998
50, gender,1,5,0.09999999999999998
50, gender,1,10,-0.09999999999999998
50, gender,1,20,0.04999999999999999
50, gender,1,25,0.09999999999999998
51, gender,0,5,-0.09999999999999998
51, gender,0,10,0.09999999999999998
51, gender,0,20,-0.050000000000000044
51, gender,0,25,-0.09999999999999998
51, gender,1,5,0.09999999999999998
51, gender,1,10,-0.09999999999999998
51, gender,1,20,0.04999999999999999
51, gender,1,25,0.09999999999999998
52, gender,0,5,-0.5
52, gender,0,10,-0.30000000000000004
52, gender,0,20,-0.19999999999999996
52, gender,0,25,-0.14
52, gender,1,5,0.5
52, gender,1,10,0.3
52, gender,1,20,0.2
52, gender,1,25,0.14
53, gender,0,5,-0.30000000000000004
53, gender,0,10,-0.19999999999999996
53, gender,0,20,-0.15000000000000002
53, gender,0,25,-0.21999999999999997
53, gender,1,5,0.3
53, gender,1,10,0.2
53, gender,1,20,0.15000000000000002
53, gender,1,25,0.21999999999999997
54, gender,0,5,0.09999999999999998
54, gender,0,10,0.0
54, gender,0,20,0.0
54, gender,0,25,-0.06000000000000005
54, gender,1,5,-0.09999999999999998
54, gender,1,10,0.0
54, gender,1,20,0.0
54, gender,1,25,0.06
55, gender,0,5,-0.30000000000000004
55, gender,0,10,-0.30000000000000004
55, gender,0,20,-0.30000000000000004
55, gender,0,25,-0.33999999999999997
55, gender,1,5,0.3
55, gender,1,10,0.3
55, gender,1,20,0.3
55, gender,1,25,0.33999999999999997
56, gender,0,5,-0.30000000000000004
56, gender,0,10,-0.4
56, gender,0,20,-0.30000000000000004
56, gender,0,25,-0.30000000000000004
56, gender,1,5,0.3
56, gender,1,10,0.4
56, gender,1,20,0.3
56, gender,1,25,0.3
57, gender,0,5,0.09999999999999998
57, gender,0,10,-0.09999999999999998
57, gender,0,20,-0.050000000000000044
57, gender,0,25,-0.020000000000000018
57, gender,1,5,-0.09999999999999998
57, gender,1,10,0.09999999999999998
57, gender,1,20,0.04999999999999999
57, gender,1,25,0.020000000000000018
58, gender,0,5,-0.30000000000000004
58, gender,0,10,-0.30000000000000004
58, gender,0,20,-0.19999999999999996
58, gender,0,25,-0.18000000000000005
58, gender,1,5,0.3
58, gender,1,10,0.3
58, gender,1,20,0.2
58, gender,1,25,0.18
59, gender,0,5,-0.30000000000000004
59, gender,0,10,-0.09999999999999998
59, gender,0,20,-0.19999999999999996
59, gender,0,25,-0.21999999999999997
59, gender,1,5,0.3
59, gender,1,10,0.09999999999999998
59, gender,1,20,0.2
59, gender,1,25,0.21999999999999997
60, gender,0,5,-0.30000000000000004
60, gender,0,10,-0.09999999999999998
60, gender,0,20,-0.09999999999999998
60, gender,0,25,-0.18000000000000005
60, gender,1,5,0.3
60, gender,1,10,0.09999999999999998
60, gender,1,20,0.09999999999999998
60, gender,1,25,0.18
61, gender,0,5,-0.5
61, gender,0,10,-0.30000000000000004
61, gender,0,20,-0.19999999999999996
61, gender,0,25,-0.14
61, gender,1,5,0.5
61, gender,1,10,0.3
61, gender,1,20,0.2
61, gender,1,25,0.14
62, gender,0,5,0.09999999999999998
62, gender,0,10,-0.09999999999999998
62, gender,0,20,-0.25
62, gender,0,25,-0.26
62, gender,1,5,-0.09999999999999998
62, gender,1,10,0.09999999999999998
62, gender,1,20,0.25
62, gender,1,25,0.26
63, gender,0,5,-0.09999999999999998
63, gender,0,10,0.0
63, gender,0,20,-0.15000000000000002
63, gender,0,25,-0.09999999999999998
63, gender,1,5,0.09999999999999998
63, gender,1,10,0.0
63, gender,1,20,0.15000000000000002
63, gender,1,25,0.09999999999999998
64, gender,0,5,-0.09999999999999998
64, gender,0,10,0.0
64, gender,0,20,-0.050000000000000044
64, gender,0,25,-0.14
64, gender,1,5,0.09999999999999998
64, gender,1,10,0.0
64, gender,1,20,0.04999999999999999
64, gender,1,25,0.14
65, gender,0,5,-0.09999999999999998
65, gender,0,10,0.0
65, gender,0,20,-0.09999999999999998
65, gender,0,25,-0.14
65, gender,1,5,0.09999999999999998
65, gender,1,10,0.0
65, gender,1,20,0.09999999999999998
65, gender,1,25,0.14
66, gender,0,5,-0.09999999999999998
66, gender,0,10,-0.30000000000000004
66, gender,0,20,-0.30000000000000004
66, gender,0,25,-0.30000000000000004
66, gender,1,5,0.09999999999999998
66, gender,1,10,0.3
66, gender,1,20,0.3
66, gender,1,25,0.3
67, gender,0,5,-0.5
67, gender,0,10,-0.30000000000000004
67, gender,0,20,-0.19999999999999996
67, gender,0,25,-0.21999999999999997
67, gender,1,5,0.5
67, gender,1,10,0.3
67, gender,1,20,0.2
67, gender,1,25,0.21999999999999997
68, gender,0,5,-0.5
68, gender,0,10,-0.30000000000000004
68, gender,0,20,-0.15000000000000002
68, gender,0,25,-0.14
68, gender,1,5,0.5
68, gender,1,10,0.3
68, gender,1,20,0.15000000000000002
68, gender,1,25,0.14
69, gender,0,5,0.09999999999999998
69, gender,0,10,0.2
69, gender,0,20,0.0
69, gender,0,25,-0.09999999999999998
69, gender,1,5,-0.09999999999999998
69, gender,1,10,-0.19999999999999996
69, gender,1,20,0.0
69, gender,1,25,0.09999999999999998
70, gender,0,5,-0.5
70, gender,0,10,-0.30000000000000004
70, gender,0,20,-0.19999999999999996
70, gender,0,25,-0.09999999999999998
70, gender,1,5,0.5
70, gender,1,10,0.3
70, gender,1,20,0.2
70, gender,1,25,0.09999999999999998
71, gender,0,5,-0.5
71, gender,0,10,-0.30000000000000004
71, gender,0,20,-0.15000000000000002
71, gender,0,25,-0.14
71, gender,1,5,0.5
71, gender,1,10,0.3
71, gender,1,20,0.15000000000000002
71, gender,1,25,0.14
72, gender,0,5,0.3
72, gender,0,10,0.0
72, gender,0,20,-0.09999999999999998
72, gender,0,25,-0.14
72, gender,1,5,-0.30000000000000004
72, gender,1,10,0.0
72, gender,1,20,0.09999999999999998
72, gender,1,25,0.14
73, gender,0,5,0.3
73, gender,0,10,-0.09999999999999998
73, gender,0,20,0.0
73, gender,0,25,0.020000000000000018
73, gender,1,5,-0.30000000000000004
73, gender,1,10,0.09999999999999998
73, gender,1,20,0.0
73, gender,1,25,-0.020000000000000018
74, gender,0,5,-0.5
74, gender,0,10,-0.30000000000000004
74, gender,0,20,-0.15000000000000002
74, gender,0,25,-0.14
74, gender,1,5,0.5
74, gender,1,10,0.3
74, gender,1,20,0.15000000000000002
74, gender,1,25,0.14
75, gender,0,5,-0.09999999999999998
75, gender,0,10,0.0
75, gender,0,20,-0.09999999999999998
75, gender,0,25,-0.18000000000000005
75, gender,1,5,0.09999999999999998
75, gender,1,10,0.0
75, gender,1,20,0.09999999999999998
75, gender,1,25,0.18
76, gender,0,5,-0.09999999999999998
76, gender,0,10,0.09999999999999998
76, gender,0,20,-0.050000000000000044
76, gender,0,25,-0.09999999999999998
76, gender,1,5,0.09999999999999998
76, gender,1,10,-0.09999999999999998
76, gender,1,20,0.04999999999999999
76, gender,1,25,0.09999999999999998
77, gender,0,5,-0.09999999999999998
77, gender,0,10,0.0
77, gender,0,20,-0.050000000000000044
77, gender,0,25,-0.09999999999999998
77, gender,1,5,0.09999999999999998
77, gender,1,10,0.0
77, gender,1,20,0.04999999999999999
77, gender,1,25,0.09999999999999998
78, gender,0,5,-0.5
78, gender,0,10,-0.30000000000000004
78, gender,0,20,-0.19999999999999996
78, gender,0,25,-0.14
78, gender,1,5,0.5
78, gender,1,10,0.3
78, gender,1,20,0.2
78, gender,1,25,0.14
79, gender,0,5,0.3
79, gender,0,10,0.2
79, gender,0,20,0.0
79, gender,0,25,-0.09999999999999998
79, gender,1,5,-0.30000000000000004
79, gender,1,10,-0.19999999999999996
79, gender,1,20,0.0
79, gender,1,25,0.09999999999999998
80, gender,0,5,0.09999999999999998
80, gender,0,10,-0.09999999999999998
80, gender,0,20,-0.19999999999999996
80, gender,0,25,-0.21999999999999997
80, gender,1,5,-0.09999999999999998
80, gender,1,10,0.09999999999999998
80, gender,1,20,0.2
80, gender,1,25,0.21999999999999997
81, gender,0,5,-0.5
81, gender,0,10,-0.30000000000000004
81, gender,0,20,-0.15000000000000002
81, gender,0,25,-0.14
81, gender,1,5,0.5
81, gender,1,10,0.3
81, gender,1,20,0.15000000000000002
81, gender,1,25,0.14
82, gender,0,5,0.09999999999999998
82, gender,0,10,0.0
82, gender,0,20,-0.09999999999999998
82, gender,0,25,-0.09999999999999998
82, gender,1,5,-0.09999999999999998
82, gender,1,10,0.0
82, gender,1,20,0.09999999999999998
82, gender,1,25,0.09999999999999998
83, gender,0,5,-0.09999999999999998
83, gender,0,10,0.09999999999999998
83, gender,0,20,-0.050000000000000044
83, gender,0,25,-0.09999999999999998
83, gender,1,5,0.09999999999999998
83, gender,1,10,-0.09999999999999998
83, gender,1,20,0.04999999999999999
83, gender,1,25,0.09999999999999998
84, gender,0,5,-0.09999999999999998
84, gender,0,10,0.09999999999999998
84, gender,0,20,-0.09999999999999998
84, gender,0,25,-0.09999999999999998
84, gender,1,5,0.09999999999999998
84, gender,1,10,-0.09999999999999998
84, gender,1,20,0.09999999999999998
84, gender,1,25,0.09999999999999998
85, gender,0,5,0.09999999999999998
85, gender,0,10,0.0
85, gender,0,20,0.0
85, gender,0,25,-0.09999999999999998
85, gender,1,5,-0.09999999999999998
85, gender,1,10,0.0
85, gender,1,20,0.0
85, gender,1,25,0.09999999999999998
86, gender,0,5,-0.5
86, gender,0,10,-0.30000000000000004
86, gender,0,20,-0.15000000000000002
86, gender,0,25,-0.14
86, gender,1,5,0.5
86, gender,1,10,0.3
86, gender,1,20,0.15000000000000002
86, gender,1,25,0.14
87, gender,0,5,-0.30000000000000004
87, gender,0,10,0.0
87, gender,0,20,-0.09999999999999998
87, gender,0,25,-0.14
87, gender,1,5,0.3
87, gender,1,10,0.0
87, gender,1,20,0.09999999999999998
87, gender,1,25,0.14
88, gender,0,5,-0.30000000000000004
88, gender,0,10,-0.09999999999999998
88, gender,0,20,-0.15000000000000002
88, gender,0,25,-0.18000000000000005
88, gender,1,5,0.3
88, gender,1,10,0.09999999999999998
88, gender,1,20,0.15000000000000002
88, gender,1,25,0.18
89, gender,0,5,-0.5
89, gender,0,10,-0.30000000000000004
89, gender,0,20,-0.15000000000000002
89, gender,0,25,-0.06000000000000005
89, gender,1,5,0.5
89, gender,1,10,0.3
89, gender,1,20,0.15000000000000002
89, gender,1,25,0.06
90, gender,0,5,-0.5
90, gender,0,10,-0.30000000000000004
90, gender,0,20,-0.15000000000000002
90, gender,0,25,-0.14
90, gender,1,5,0.5
90, gender,1,10,0.3
90, gender,1,20,0.15000000000000002
90, gender,1,25,0.14
91, gender,0,5,-0.5
91, gender,0,10,-0.30000000000000004
91, gender,0,20,-0.15000000000000002
91, gender,0,25,-0.14
91, gender,1,5,0.5
91, gender,1,10,0.3
91, gender,1,20,0.15000000000000002
91, gender,1,25,0.14
92, gender,0,5,0.3
92, gender,0,10,0.09999999999999998
92, gender,0,20,-0.19999999999999996
92, gender,0,25,-0.26
92, gender,1,5,-0.30000000000000004
92, gender,1,10,-0.09999999999999998
92, gender,1,20,0.2
92, gender,1,25,0.26
93, gender,0,5,-0.30000000000000004
93, gender,0,10,-0.30000000000000004
93, gender,0,20,-0.15000000000000002
93, gender,0,25,-0.14
93, gender,1,5,0.3
93, gender,1,10,0.3
93, gender,1,20,0.15000000000000002
93, gender,1,25,0.14
94, gender,0,5,0.09999999999999998
94, gender,0,10,0.0
94, gender,0,20,-0.15000000000000002
94, gender,0,25,-0.18000000000000005
94, gender,1,5,-0.09999999999999998
94, gender,1,10,0.0
94, gender,1,20,0.15000000000000002
94, gender,1,25,0.18
95, gender,0,5,-0.5
95, gender,0,10,-0.30000000000000004
95, gender,0,20,-0.15000000000000002
95, gender,0,25,-0.14
95, gender,1,5,0.5
95, gender,1,10,0.3
95, gender,1,20,0.15000000000000002
95, gender,1,25,0.14
96, gender,0,5,-0.09999999999999998
96, gender,0,10,0.0
96, gender,0,20,-0.050000000000000044
96, gender,0,25,-0.06000000000000005
96, gender,1,5,0.09999999999999998
96, gender,1,10,0.0
96, gender,1,20,0.04999999999999999
96, gender,1,25,0.06
97, gender,0,5,-0.5
97, gender,0,10,-0.30000000000000004
97, gender,0,20,-0.15000000000000002
97, gender,0,25,-0.09999999999999998
97, gender,1,5,0.5
97, gender,1,10,0.3
97, gender,1,20,0.15000000000000002
97, gender,1,25,0.09999999999999998
98, gender,0,5,-0.09999999999999998
98, gender,0,10,-0.09999999999999998
98, gender,0,20,-0.25
98, gender,0,25,-0.21999999999999997
98, gender,1,5,0.09999999999999998
98, gender,1,10,0.09999999999999998
98, gender,1,20,0.25
98, gender,1,25,0.21999999999999997
99, gender,0,5,-0.5
99, gender,0,10,-0.30000000000000004
99, gender,0,20,-0.15000000000000002
99, gender,0,25,-0.14
99, gender,1,5,0.5
99, gender,1,10,0.3
99, gender,1,20,0.15000000000000002
99, gender,1,25,0.14
100, gender,0,5,-0.09999999999999998
100, gender,0,10,0.0
100, gender,0,20,-0.050000000000000044
100, gender,0,25,-0.09999999999999998
100, gender,1,5,0.09999999999999998
100, gender,1,10,0.0
100, gender,1,20,0.04999999999999999
100, gender,1,25,0.09999999999999998
101, gender,0,5,0.09999999999999998
101, gender,0,10,0.09999999999999998
101, gender,0,20,-0.15000000000000002
101, gender,0,25,-0.21999999999999997
101, gender,1,5,-0.09999999999999998
101, gender,1,10,-0.09999999999999998
101, gender,1,20,0.15000000000000002
101, gender,1,25,0.21999999999999997
102, gender,0,5,-0.5
102, gender,0,10,-0.30000000000000004
102, gender,0,20,-0.15000000000000002
102, gender,0,25,-0.14
102, gender,1,5,0.5
102, gender,1,10,0.3
102, gender,1,20,0.15000000000000002
102, gender,1,25,0.14
103, gender,0,5,-0.09999999999999998
103, gender,0,10,0.09999999999999998
103, gender,0,20,-0.050000000000000044
103, gender,0,25,-0.14
103, gender,1,5,0.09999999999999998
103, gender,1,10,-0.09999999999999998
103, gender,1,20,0.04999999999999999
103, gender,1,25,0.14
104, gender,0,5,-0.30000000000000004
104, gender,0,10,-0.30000000000000004
104, gender,0,20,-0.30000000000000004
104, gender,0,25,-0.33999999999999997
104, gender,1,5,0.3
104, gender,1,10,0.3
104, gender,1,20,0.3
104, gender,1,25,0.33999999999999997
105, gender,0,5,-0.09999999999999998
105, gender,0,10,0.09999999999999998
105, gender,0,20,-0.050000000000000044
105, gender,0,25,-0.14
105, gender,1,5,0.09999999999999998
105, gender,1,10,-0.09999999999999998
105, gender,1,20,0.04999999999999999
105, gender,1,25,0.14
106, gender,0,5,-0.09999999999999998
106, gender,0,10,0.0
106, gender,0,20,-0.050000000000000044
106, gender,0,25,-0.06000000000000005
