id,attribute,value,k,group_fairness_score
26, gender,0,2,0.0
26, gender,0,3,-0.16666666666666663
26, gender,0,4,-0.25
26, gender,1,1,-0.5
26, gender,1,2,0.0
26, gender,1,3,0.16666666666666669
26, gender,1,4,0.25
27, gender,0,1,0.5
27, gender,0,2,0.5
27, gender,0,3,0.5
27, gender,0,4,0.25
27, gender,1,1,-0.5
27, gender,1,2,-0.5
27, gender,1,3,-0.5
27, gender,1,4,-0.25
28, gender,0,1,-0.5
28, gender,0,2,-0.5
28, gender,0,3,-0.5
28, gender,0,4,-0.25
28, gender,1,1,0.5
28, gender,1,2,0.5
28, gender,1,3,0.5
28, gender,1,4,0.25
29, gender,0,1,0.5
29, gender,0,2,0.0
29, gender,0,3,-0.16666666666666663
29, gender,0,4,-0.25
29, gender,1,1,-0.5
29, gender,1,2,0.0
29, gender,1,3,0.16666666666666669
29, gender,1,4,0.25
30, gender,0,1,-0.5
30, gender,0,2,0.0
30, gender,0,3,-0.16666666666666663
30, gender,0,4,-0.25
30, gender,1,1,0.5
30, gender,1,2,0.0
30, gender,1,3,0.16666666666666669
30, gender,1,4,0.25
31, gender,0,1,0.5
31, gender,0,2,0.0
31, gender,0,3,-0.16666666666666663
31, gender,0,4,-0.25
31, gender,1,1,-0.5
31, gender,1,2,0.0
31, gender,1,3,0.16666666666666669
31, gender,1,4,0.25
32, gender,0,1,-0.5
32, gender,0,2,0.0
32, gender,0,3,-0.16666666666666663
32, gender,0,4,-0.25
32, gender,1,1,0.5
32, gender,1,2,0.0
32, gender,1,3,0.16666666666666669
32, gender,1,4,0.25
33, gender,0,1,-0.5
33, gender,0,2,0.0
33, gender,0,3,-0.16666666666666663
33, gender,0,4,-0.25
33, gender,1,1,0.5
33, gender,1,2,0.0
33, gender,1,3,0.16666666666666669
33, gender,1,4,0.25
34, gender,0,1,-0.5
34, gender,0,2,0.0
34, gender,0,3,0.16666666666666669
34, gender,0,4,0.0
34, gender,1,1,0.5
34, gender,1,2,0.0
34, gender,1,3,-0.16666666666666663
34, gender,1,4,0.0
35, gender,0,1,0.5
35, gender,0,2,0.0
35, gender,0,3,0.16666666666666669
35, gender,0,4,0.25
35, gender,1,1,-0.5
35, gender,1,2,0.0
35, gender,1,3,-0.16666666666666663
35, gender,1,4,-0.25
36, gender,0,1,-0.5
36, gender,0,2,-0.5
36, gender,0,3,-0.5
36, gender,0,4,-0.5
36, gender,1,1,0.5
36, gender,1,2,0.5
36, gender,1,3,0.5
36, gender,1,4,0.5
37, gender,0,1,-0.5
37, gender,0,2,0.0
37, gender,0,3,-0.16666666666666663
37, gender,0,4,-0.25
37, gender,1,1,0.5
37, gender,1,2,0.0
37, gender,1,3,0.16666666666666669
37, gender,1,4,0.25
38, gender,0,1,0.5
38, gender,0,2,0.0
38, gender,0,3,-0.16666666666666663
38, gender,0,4,-0.25
38, gender,1,1,-0.5
38, gender,1,2,0.0
38, gender,1,3,0.16666666666666669
38, gender,1,4,0.25
39, gender,0,1,0.5
39, gender,0,2,0.0
39, gender,0,3,-0.16666666666666663
39, gender,0,4,-0.25
39, gender,1,1,-0.5
39, gender,1,2,0.0
39, gender,1,3,0.16666666666666669
39, gender,1,4,0.25
40, gender,0,1,0.5
40, gender,0,2,0.0
40, gender,0,3,-0.16666666666666663
40, gender,0,4,-0.25
40, gender,1,1,-0.5
40, gender,1,2,0.0
40, gender,1,3,0.16666666666666669
40, gender,1,4,0.25
41, gender,0,1,0.5
41, gender,0,2,0.0
41, gender,0,3,0.16666666666666669
41, gender,0,4,0.25
41, gender,1,1,-0.5
41, gender,1,2,0.0
41, gender,1,3,-0.16666666666666663
41, gender,1,4,-0.25
42, gender,0,1,-0.5
42, gender,0,2,0.0
42, gender,0,3,-0.16666666666666663
42, gender,0,4,-0.25
42, gender,1,1,0.5
42, gender,1,2,0.0
42, gender,1,3,0.16666666666666669
42, gender,1,4,0.25
43, gender,0,1,-0.5
43, gender,0,2,0.0
43, gender,0,3,-0.16666666666666663
43, gender,0,4,-0.25
43, gender,1,1,0.5
43, gender,1,2,0.0
43, gender,1,3,0.16666666666666669
43, gender,1,4,0.25
44, gender,0,1,-0.5
44, gender,0,2,0.0
44, gender,0,3,-0.16666666666666663
44, gender,0,4,-0.25
44, gender,1,1,0.5
44, gender,1,2,0.0
44, gender,1,3,0.16666666666666669
44, gender,1,4,0.25
45, gender,0,1,0.5
45, gender,0,2,0.0
45, gender,0,3,-0.16666666666666663
45, gender,0,4,-0.25
45, gender,1,1,-0.5
45, gender,1,2,0.0
45, gender,1,3,0.16666666666666669
45, gender,1,4,0.25
46, gender,0,1,-0.5
46, gender,0,2,0.0
46, gender,0,3,0.16666666666666669
46, gender,0,4,0.25
46, gender,1,1,0.5
46, gender,1,2,0.0
46, gender,1,3,-0.16666666666666663
46, gender,1,4,-0.25
47, gender,0,1,0.5
47, gender,0,2,0.0
47, gender,0,3,-0.16666666666666663
47, gender,0,4,-0.25
47, gender,1,1,-0.5
47, gender,1,2,0.0
47, gender,1,3,0.16666666666666669
47, gender,1,4,0.25
48, gender,0,1,-0.5
48, gender,0,2,-0.5
48, gender,0,3,-0.5
48, gender,0,4,-0.5
48, gender,1,1,0.5
48, gender,1,2,0.5
48, gender,1,3,0.5
48, gender,1,4,0.5
49, gender,0,1,-0.5
49, gender,0,2,0.0
49, gender,0,3,-0.16666666666666663
49, gender,0,4,-0.25
49, gender,1,1,0.5
49, gender,1,2,0.0
49, gender,1,3,0.16666666666666669
49, gender,1,4,0.25
50, gender,0,1,0.5
50, gender,0,2,0.0
50, gender,0,3,-0.16666666666666663
50, gender,0,4,-0.25
50, gender,1,1,-0.5
50, gender,1,2,0.0
50, gender,1,3,0.16666666666666669
50, gender,1,4,0.25
51, gender,0,1,-0.5
51, gender,0,2,-0.5
51, gender,0,3,-0.5
51, gender,0,4,-0.25
51, gender,1,1,0.5
51, gender,1,2,0.5
51, gender,1,3,0.5
51, gender,1,4,0.25
52, gender,0,1,0.5
52, gender,0,2,0.0
52, gender,0,3,-0.16666666666666663
52, gender,0,4,-0.25
52, gender,1,1,-0.5
52, gender,1,2,0.0
52, gender,1,3,0.16666666666666669
52, gender,1,4,0.25
53, gender,0,1,-0.5
53, gender,0,2,0.0
53, gender,0,3,0.16666666666666669
53, gender,0,4,0.0
53, gender,1,1,0.5
53, gender,1,2,0.0
53, gender,1,3,-0.16666666666666663
53, gender,1,4,0.0
54, gender,0,1,-0.5
54, gender,0,2,-0.5
54, gender,0,3,-0.5
54, gender,0,4,-0.5
54, gender,1,1,0.5
54, gender,1,2,0.5
54, gender,1,3,0.5
54, gender,1,4,0.5
55, gender,0,1,0.5
55, gender,0,2,0.0
55, gender,0,3,-0.16666666666666663
55, gender,0,4,-0.25
55, gender,1,1,-0.5
55, gender,1,2,0.0
55, gender,1,3,0.16666666666666669
55, gender,1,4,0.25
56, gender,0,1,-0.5
56, gender,0,2,-0.5
56, gender,0,3,-0.5
56, gender,0,4,-0.5
56, gender,1,1,0.5
56, gender,1,2,0.5
56, gender,1,3,0.5
56, gender,1,4,0.5
57, gender,0,1,-0.5
57, gender,0,2,-0.5
57, gender,0,3,-0.5
57, gender,0,4,-0.5
57, gender,1,1,0.5
57, gender,1,2,0.5
57, gender,1,3,0.5
57, gender,1,4,0.5
58, gender,0,1,-0.5
58, gender,0,2,-0.5
58, gender,0,3,-0.5
58, gender,0,4,-0.5
58, gender,1,1,0.5
58, gender,1,2,0.5
58, gender,1,3,0.5
58, gender,1,4,0.5
59, gender,0,1,-0.5
59, gender,0,2,0.0
59, gender,0,3,-0.16666666666666663
59, gender,0,4,-0.25
59, gender,1,1,0.5
59, gender,1,2,0.0
59, gender,1,3,0.16666666666666669
59, gender,1,4,0.25
60, gender,0,1,0.5
60, gender,0,2,0.0
60, gender,0,3,-0.16666666666666663
60, gender,0,4,-0.25
60, gender,1,1,-0.5
60, gender,1,2,0.0
60, gender,1,3,0.16666666666666669
60, gender,1,4,0.25
61, gender,0,1,-0.5
61, gender,0,2,-0.5
61, gender,0,3,-0.5
61, gender,0,4,-0.25
61, gender,1,1,0.5
61, gender,1,2,0.5
61, gender,1,3,0.5
61, gender,1,4,0.25
62, gender,0,1,0.5
62, gender,0,2,0.0
62, gender,0,3,-0.16666666666666663
62, gender,0,4,-0.25
62, gender,1,1,-0.5
62, gender,1,2,0.0
62, gender,1,3,0.16666666666666669
62, gender,1,4,0.25
63, gender,0,1,0.5
63, gender,0,2,0.0
63, gender,0,3,-0.16666666666666663
63, gender,0,4,-0.25
63, gender,1,1,-0.5
63, gender,1,2,0.0
63, gender,1,3,0.16666666666666669
63, gender,1,4,0.25
64, gender,0,1,-0.5
64, gender,0,2,-0.5
64, gender,0,3,-0.5
64, gender,0,4,-0.5
64, gender,1,1,0.5
64, gender,1,2,0.5
64, gender,1,3,0.5
64, gender,1,4,0.5
65, gender,0,1,0.5
65, gender,0,2,0.0
65, gender,0,3,-0.16666666666666663
65, gender,0,4,-0.25
65, gender,1,1,-0.5
65, gender,1,2,0.0
65, gender,1,3,0.16666666666666669
65, gender,1,4,0.25
66, gender,0,1,0.5
66, gender,0,2,0.0
66, gender,0,3,-0.16666666666666663
66, gender,0,4,-0.25
66, gender,1,1,-0.5
66, gender,1,2,0.0
66, gender,1,3,0.16666666666666669
66, gender,1,4,0.25
67, gender,0,1,0.5
67, gender,0,2,0.0
67, gender,0,3,-0.16666666666666663
67, gender,0,4,-0.25
67, gender,1,1,-0.5
67, gender,1,2,0.0
67, gender,1,3,0.16666666666666669
67, gender,1,4,0.25
68, gender,0,1,0.5
68, gender,0,2,0.5
68, gender,0,3,0.5
68, gender,0,4,0.25
68, gender,1,1,-0.5
68, gender,1,2,-0.5
68, gender,1,3,-0.5
68, gender,1,4,-0.25
69, gender,0,1,0.5
69, gender,0,2,0.0
69, gender,0,3,-0.16666666666666663
69, gender,0,4,-0.25
69, gender,1,1,-0.5
69, gender,1,2,0.0
69, gender,1,3,0.16666666666666669
69, gender,1,4,0.25
70, gender,0,1,-0.5
70, gender,0,2,-0.5
70, gender,0,3,-0.5
70, gender,0,4,-0.25
70, gender,1,1,0.5
70, gender,1,2,0.5
70, gender,1,3,0.5
70, gender,1,4,0.25
71, gender,0,1,-0.5
71, gender,0,2,-0.5
71, gender,0,3,-0.5
71, gender,0,4,-0.25
71, gender,1,1,0.5
71, gender,1,2,0.5
71, gender,1,3,0.5
71, gender,1,4,0.25
72, gender,0,1,0.5
72, gender,0,2,0.0
72, gender,0,3,-0.16666666666666663
72, gender,0,4,-0.25
72, gender,1,1,-0.5
72, gender,1,2,0.0
72, gender,1,3,0.16666666666666669
72, gender,1,4,0.25
73, gender,0,1,-0.5
73, gender,0,2,-0.5
73, gender,0,3,-0.5
73, gender,0,4,-0.5
73, gender,1,1,0.5
73, gender,1,2,0.5
73, gender,1,3,0.5
73, gender,1,4,0.5
74, gender,0,1,-0.5
74, gender,0,2,0.0
74, gender,0,3,-0.16666666666666663
74, gender,0,4,-0.25
74, gender,1,1,0.5
74, gender,1,2,0.0
74, gender,1,3,0.16666666666666669
74, gender,1,4,0.25
75, gender,0,1,0.5
75, gender,0,2,0.0
75, gender,0,3,-0.16666666666666663
75, gender,0,4,-0.25
75, gender,1,1,-0.5
75, gender,1,2,0.0
75, gender,1,3,0.16666666666666669
75, gender,1,4,0.25
76, gender,0,1,-0.5
76, gender,0,2,-0.5
76, gender,0,3,-0.5
76, gender,0,4,-0.25
76, gender,1,1,0.5
76, gender,1,2,0.5
76, gender,1,3,0.5
76, gender,1,4,0.25
77, gender,0,1,0.5
77, gender,0,2,0.0
77, gender,0,3,-0.16666666666666663
77, gender,0,4,-0.25
77, gender,1,1,-0.5
77, gender,1,2,0.0
77, gender,1,3,0.16666666666666669
77, gender,1,4,0.25
78, gender,0,1,-0.5
78, gender,0,2,0.0
78, gender,0,3,-0.16666666666666663
78, gender,0,4,0.0
78, gender,1,1,0.5
78, gender,1,2,0.0
78, gender,1,3,0.16666666666666669
78, gender,1,4,0.0
79, gender,0,1,0.5
79, gender,0,2,0.0
79, gender,0,3,-0.16666666666666663
79, gender,0,4,-0.25
79, gender,1,1,-0.5
79, gender,1,2,0.0
79, gender,1,3,0.16666666666666669
79, gender,1,4,0.25
80, gender,0,1,-0.5
80, gender,0,2,0.0
80, gender,0,3,-0.16666666666666663
80, gender,0,4,0.0
80, gender,1,1,0.5
80, gender,1,2,0.0
80, gender,1,3,0.16666666666666669
80, gender,1,4,0.0
81, gender,0,1,-0.5
81, gender,0,2,0.0
81, gender,0,3,-0.16666666666666663
81, gender,0,4,-0.25
81, gender,1,1,0.5
81, gender,1,2,0.0
81, gender,1,3,0.16666666666666669
81, gender,1,4,0.25
82, gender,0,1,-0.5
82, gender,0,2,-0.5
82, gender,0,3,-0.16666666666666663
82, gender,0,4,-0.25
82, gender,1,1,0.5
82, gender,1,2,0.5
82, gender,1,3,0.16666666666666669
82, gender,1,4,0.25
83, gender,0,1,-0.5
83, gender,0,2,-0.5
83, gender,0,3,-0.5
83, gender,0,4,-0.25
83, gender,1,1,0.5
83, gender,1,2,0.5
83, gender,1,3,0.5
83, gender,1,4,0.25
84, gender,0,1,0.5
84, gender,0,2,0.0
84, gender,0,3,-0.16666666666666663
84, gender,0,4,-0.25
84, gender,1,1,-0.5
84, gender,1,2,0.0
84, gender,1,3,0.16666666666666669
84, gender,1,4,0.25
85, gender,0,1,0.5
85, gender,0,2,0.0
85, gender,0,3,-0.16666666666666663
85, gender,0,4,-0.25
85, gender,1,1,-0.5
85, gender,1,2,0.0
85, gender,1,3,0.16666666666666669
85, gender,1,4,0.25
86, gender,0,1,0.5
86, gender,0,2,0.5
86, gender,0,3,0.16666666666666669
86, gender,0,4,0.25
86, gender,1,1,-0.5
86, gender,1,2,-0.5
86, gender,1,3,-0.16666666666666663
86, gender,1,4,-0.25
87, gender,0,1,-0.5
87, gender,0,2,0.0
87, gender,0,3,-0.16666666666666663
87, gender,0,4,-0.25
87, gender,1,1,0.5
87, gender,1,2,0.0
87, gender,1,3,0.16666666666666669
87, gender,1,4,0.25
88, gender,0,1,-0.5
88, gender,0,2,-0.5
88, gender,0,3,-0.5
88, gender,0,4,-0.5
88, gender,1,1,0.5
88, gender,1,2,0.5
88, gender,1,3,0.5
88, gender,1,4,0.5
89, gender,0,1,0.5
89, gender,0,2,0.0
89, gender,0,3,-0.16666666666666663
89, gender,0,4,-0.25
89, gender,1,1,-0.5
89, gender,1,2,0.0
89, gender,1,3,0.16666666666666669
89, gender,1,4,0.25
90, gender,0,1,-0.5
90, gender,0,2,0.0
90, gender,0,3,-0.16666666666666663
90, gender,0,4,-0.25
90, gender,1,1,0.5
90, gender,1,2,0.0
90, gender,1,3,0.16666666666666669
90, gender,1,4,0.25
91, gender,0,1,0.5
91, gender,0,2,0.5
91, gender,0,3,0.16666666666666669
91, gender,0,4,0.25
91, gender,1,1,-0.5
91, gender,1,2,-0.5
91, gender,1,3,-0.16666666666666663
91, gender,1,4,-0.25
92, gender,0,1,0.5
92, gender,0,2,0.0
92, gender,0,3,0.16666666666666669
92, gender,0,4,0.0
92, gender,1,1,-0.5
92, gender,1,2,0.0
92, gender,1,3,-0.16666666666666663
92, gender,1,4,0.0
93, gender,0,1,-0.5
93, gender,0,2,0.0
93, gender,0,3,-0.16666666666666663
93, gender,0,4,-0.25
93, gender,1,1,0.5
93, gender,1,2,0.0
93, gender,1,3,0.16666666666666669
93, gender,1,4,0.25
94, gender,0,1,-0.5
94, gender,0,2,-0.5
94, gender,0,3,-0.16666666666666663
94, gender,0,4,-0.25
94, gender,1,1,0.5
94, gender,1,2,0.5
94, gender,1,3,0.16666666666666669
94, gender,1,4,0.25
95, gender,0,1,-0.5
95, gender,0,2,0.0
95, gender,0,3,-0.16666666666666663
95, gender,0,4,-0.25
95, gender,1,1,0.5
95, gender,1,2,0.0
95, gender,1,3,0.16666666666666669
95, gender,1,4,0.25
96, gender,0,1,0.5
96, gender,0,2,0.0
96, gender,0,3,-0.16666666666666663
96, gender,0,4,-0.25
96, gender,1,1,-0.5
96, gender,1,2,0.0
96, gender,1,3,0.16666666666666669
96, gender,1,4,0.25
97, gender,0,1,-0.5
97, gender,0,2,-0.5
97, gender,0,3,-0.5
97, gender,0,4,-0.25
97, gender,1,1,0.5
97, gender,1,2,0.5
97, gender,1,3,0.5
97, gender,1,4,0.25
98, gender,0,1,-0.5
98, gender,0,2,-0.5
98, gender,0,3,-0.16666666666666663
98, gender,0,4,-0.25
98, gender,1,1,0.5
98, gender,1,2,0.5
98, gender,1,3,0.16666666666666669
98, gender,1,4,0.25
99, gender,0,1,0.5
99, gender,0,2,0.0
99, gender,0,3,-0.16666666666666663
99, gender,0,4,-0.25
99, gender,1,1,-0.5
99, gender,1,2,0.0
99, gender,1,3,0.16666666666666669
99, gender,1,4,0.25
100, gender,0,1,-0.5
100, gender,0,2,-0.5
100, gender,0,3,-0.5
100, gender,0,4,-0.5
100, gender,1,1,0.5
100, gender,1,2,0.5
100, gender,1,3,0.5
100, gender,1,4,0.5
101, gender,0,1,-0.5
101, gender,0,2,0.0
101, gender,0,3,-0.16666666666666663
101, gender,0,4,-0.25
101, gender,1,1,0.5
101, gender,1,2,0.0
101, gender,1,3,0.16666666666666669
101, gender,1,4,0.25
102, gender,0,1,0.5
102, gender,0,2,0.0
102, gender,0,3,0.16666666666666669
102, gender,0,4,0.25
102, gender,1,1,-0.5
102, gender,1,2,0.0
102, gender,1,3,-0.16666666666666663
102, gender,1,4,-0.25
103, gender,0,1,0.5
103, gender,0,2,0.0
103, gender,0,3,-0.16666666666666663
103, gender,0,4,-0.25
103, gender,1,1,-0.5
103, gender,1,2,0.0
103, gender,1,3,0.16666666666666669
103, gender,1,4,0.25
104, gender,0,1,0.5
104, gender,0,2,0.0
104, gender,0,3,-0.16666666666666663
104, gender,0,4,-0.25
104, gender,1,1,-0.5
104, gender,1,2,0.0
104, gender,1,3,0.16666666666666669
104, gender,1,4,0.25
105, gender,0,1,0.5
105, gender,0,2,0.0
105, gender,0,3,-0.16666666666666663
105, gender,0,4,-0.25
105, gender,1,1,-0.5
105, gender,1,2,0.0
105, gender,1,3,0.16666666666666669
105, gender,1,4,0.25
106, gender,0,1,0.5
106, gender,0,2,0.0
106, gender,0,3,-0.16666666666666663
106, gender,0,4,-0.25
106, gender,1,1,-0.5
106, gender,1,2,0.0
106, gender,1,3,0.16666666666666669
106, gender,1,4,0.25
107, gender,0,1,-0.5
107, gender,0,2,-0.5
107, gender,0,3,-0.16666666666666663
107, gender,0,4,-0.25
107, gender,1,1,0.5
107, gender,1,2,0.5
107, gender,1,3,0.16666666666666669
107, gender,1,4,0.25
108, gender,0,1,0.5
108, gender,0,2,0.5
108, gender,0,3,0.16666666666666669
108, gender,0,4,0.25
108, gender,1,1,-0.5
108, gender,1,2,-0.5
108, gender,1,3,-0.16666666666666663
108, gender,1,4,-0.25
109, gender,0,1,0.5
109, gender,0,2,0.0
109, gender,0,3,-0.16666666666666663
109, gender,0,4,-0.25
109, gender,1,1,-0.5
109, gender,1,2,0.0
109, gender,1,3,0.16666666666666669
109, gender,1,4,0.25
110, gender,0,1,-0.5
110, gender,0,2,-0.5
110, gender,0,3,-0.16666666666666663
110, gender,0,4,0.0
110, gender,1,1,0.5
110, gender,1,2,0.5
110, gender,1,3,0.16666666666666669
110, gender,1,4,0.0
111, gender,0,1,0.5
111, gender,0,2,0.0
111, gender,0,3,-0.16666666666666663
111, gender,0,4,0.0
111, gender,1,1,-0.5
111, gender,1,2,0.0
111, gender,1,3,0.16666666666666669
111, gender,1,4,0.0
112, gender,0,1,-0.5
112, gender,0,2,0.0
112, gender,0,3,-0.16666666666666663
112, gender,0,4,-0.25
112, gender,1,1,0.5
112, gender,1,2,0.0
112, gender,1,3,0.16666666666666669
112, gender,1,4,0.25
113, gender,0,1,0.5
113, gender,0,2,0.0
113, gender,0,3,-0.16666666666666663
113, gender,0,4,-0.25
113, gender,1,1,-0.5
113, gender,1,2,0.0
113, gender,1,3,0.16666666666666669
113, gender,1,4,0.25
114, gender,0,1,-0.5
114, gender,0,2,0.0
114, gender,0,3,-0.16666666666666663
114, gender,0,4,-0.25
114, gender,1,1,0.5
114, gender,1,2,0.0
114, gender,1,3,0.16666666666666669
114, gender,1,4,0.25
115, gender,0,1,0.5
115, gender,0,2,0.5
115, gender,0,3,0.5
115, gender,0,4,0.5
115, gender,1,1,-0.5
115, gender,1,2,-0.5
115, gender,1,3,-0.5
115, gender,1,4,-0.5
116, gender,0,1,-0.5
116, gender,0,2,0.0
116, gender,0,3,0.16666666666666669
116, gender,0,4,0.25
116, gender,1,1,0.5
116, gender,1,2,0.0
116, gender,1,3,-0.16666666666666663
116, gender,1,4,-0.25
117, gender,0,1,0.5
117, gender,0,2,0.0
117, gender,0,3,-0.16666666666666663
117, gender,0,4,-0.25
117, gender,1,1,-0.5
117, gender,1,2,0.0
117, gender,1,3,0.16666666666666669
117, gender,1,4,0.25
118, gender,0,1,0.5
118, gender,0,2,0.0
118, gender,0,3,-0.16666666666666663
118, gender,0,4,0.0
118, gender,1,1,-0.5
118, gender,1,2,0.0
118, gender,1,3,0.16666666666666669
118, gender,1,4,0.0
119, gender,0,1,0.5
119, gender,0,2,0.0
119, gender,0,3,-0.16666666666666663
119, gender,0,4,-0.25
119, gender,1,1,-0.5
119, gender,1,2,0.0
119, gender,1,3,0.16666666666666669
119, gender,1,4,0.25
120, gender,0,1,-0.5
120, gender,0,2,0.0
120, gender,0,3,-0.16666666666666663
120, gender,0,4,-0.25
120, gender,1,1,0.5
120, gender,1,2,0.0
120, gender,1,3,0.16666666666666669
120, gender,1,4,0.25
121, gender,0,1,0.5
121, gender,0,2,0.0
121, gender,0,3,-0.16666666666666663
