nodeId, gender
1182, 1
1183, 0
1184, 0
1185, 0
1186, 0
1187, 0
1188, 0
1189, 0
1190, 0
1191, 1
1192, 1
1193, 0
1194, 1
1195, 0
1196, 1
1197, 1
1198, 1
1199, 0
1200, 1
1201, 1
1202, 0
606, 0
1203, 0
1204, 1
1205, 0
1206, 0
1207, 0
1208, 1
1209, 0
1210, 0
1211, 1
1212, 1
1213, 0
1214, 1
1215, 1
1216, 0
1217, 0
1218, 0
1219, 0
1220, 1
1221, 0
1222, 0
1223, 0
1224, 0
1225, 0
348, 0
1226, 0
1227, 0
1228, 1
1229, 0
1230, 0
1231, 0
1232, 0
1233, 1
1234, 1
1235, 1
1236, 0
1237, 1
1238, 0
483, 0
1239, 0
1240, 1
1241, 0
1242, 0
1243, 1
1244, 0
1245, 0
1246, 0
1247, 0
1248, 0
1249, 0
1250, 0
1251, 0
1252, 0
1253, 1
1254, 1
1255, 1
1256, 0
1257, 1
1258, 0
1259, 0
1260, 0
1261, 0
1262, 0
1263, 0
1264, 0
1265, 0
1266, 1
1267, 0
1268, 0
1269, 0
1270, 1
1271, 1
1272, 0
1273, 1
1274, 1
1275, 0
1276, 1
1277, 0
1278, 0
1279, 0
1280, 0
1281, 0
1282, 0
526, 0
1283, 0
1284, 1
1285, 1
1286, 0
1287, 1
484, 0
1288, 0
1289, 1
1290, 1
1291, 0
649, 0
1292, 0
1293, 0
1294, 0
1295, 1
1296, 0
1297, 0
1298, 0
1299, 0
1300, 0
1301, 0
1302, 0
1303, 1
1304, 0
1305, 0
1306, 0
1307, 0
1308, 0
1309, 1
1310, 0
1311, 0
1312, 1
1313, 0
1314, 0
1315, 1
1316, 0
1317, 0
1318, 0
1319, 1
1320, 0
1321, 1
1322, 0
1323, 0
1324, 1
1325, 0
1326, 1
1327, 1
1328, 0
1329, 1
1330, 1
1331, 1
1332, 0
1333, 0
1334, 0
1335, 1
1336, 1
1337, 0
1338, 0
1339, 1
1340, 0
1341, 0
1342, 1
1343, 0
1344, 0
1345, 0
1346, 0
1347, 0
1348, 0
1349, 0
1350, 0
1351, 0
1352, 0
1353, 0
1354, 0
1355, 0
1356, 0
1357, 0
1358, 1
1359, 0
1360, 0
1361, 0
1362, 0
1363, 0
1364, 0
566, 1
1365, 1
1366, 0
1367, 0
1368, 0
1369, 0
1370, 1
1371, 0
1372, 1
1373, 0
1374, 0
1375, 0
1376, 1
1377, 0
1378, 1
1379, 0
1380, 1
1381, 1
1382, 0
1383, 1
1384, 1
1385, 0
1386, 0
1387, 0
1388, 0
1389, 0
1390, 0
1391, 0
1392, 0
1393, 0
1394, 1
1395, 1
1396, 1
1397, 1
1398, 1
1399, 0
1400, 1
1401, 0
1402, 1
1403, 1
1404, 0
1405, 1
1406, 0
1407, 0
1408, 0
1409, 0
1410, 0
1411, 1
1412, 0
1413, 1
1414, 0
1415, 0
1416, 0
1417, 1
1418, 0
1419, 1
1420, 0
1421, 0
1422, 0
1423, 1
1424, 0
1425, 1
1426, 0
1427, 1
1428, 0
1429, 0
1430, 0
1431, 0
1432, 0
1433, 1
1434, 1
1435, 0
1436, 0
1437, 1
1438, 0
1439, 0
1440, 1
1441, 1
1442, 1
1443, 0
1444, 0
1445, 1
1446, 1
1447, 1
1448, 0
1449, 0
1450, 0
1451, 1
1452, 0
1453, 0
1454, 0
1455, 1
1456, 0
1457, 1
1458, 1
1459, 0
1460, 0
1461, 0
1462, 0
1463, 1
1464, 1
1465, 0
1466, 1
1467, 0
1468, 0
1469, 0
1470, 0
1471, 0
1472, 0
1473, 0
1474, 1
1475, 1
1476, 1
1477, 1
1478, 1
1479, 0
1480, 0
428, 0
1481, 0
1482, 0
1483, 1
1484, 0
1485, 1
1486, 0
1487, 1
1488, 1
1489, 1
1490, 0
1491, 0
1492, 1
1493, 1
1494, 0
1495, 1
1496, 0
1497, 1
1498, 1
1499, 0
1500, 0
1501, 0
1502, 0
1503, 0
1504, 0
1505, 1
1506, 1
1507, 0
1508, 1
1509, 1
1510, 1
1511, 1
1512, 0
1513, 0
1514, 0
1515, 1
1516, 0
1517, 0
596, 0
1518, 1
1519, 1
1520, 0
1521, 1
1522, 1
1523, 1
1524, 0
1525, 0
1526, 1
1527, 0
1528, 0
1529, 0
1530, 1
1531, 0
1532, 1
1533, 0
1534, 0
1535, 0
1536, 0
1537, 1
1538, 0
1539, 0
1540, 1
1541, 0
641, 1
1542, 0
1543, 0
1544, 0
1545, 0
1546, 0
1547, 0
1548, 0
1549, 0
1550, 1
1551, 1
1552, 1
1553, 0
1554, 0
1555, 0
1556, 1
1557, 0
1558, 0
1559, 1
1560, 1
1561, 0
1562, 0
1563, 1
651, 0
1564, 0
1565, 0
1566, 1
389, 0
1567, 1
1568, 1
1569, 0
1570, 0
1571, 0
1572, 0
1573, 0
1574, 0
1575, 0
1576, 1
1577, 0
1578, 0
1579, 0
1580, 1
1581, 1
1582, 0
1583, 0
1584, 0
1585, 1
1586, 1
1587, 0
1588, 0
1589, 1
1590, 1
1591, 0
1592, 1
1593, 1
1594, 1
1595, 1
1596, 0
1597, 1
1598, 1
1599, 0
1600, 0
1601, 0
1602, 0
538, 0
1603, 0
1604, 0
1605, 1
1606, 0
1607, 0
1608, 0
1609, 0
1610, 0
1611, 0
1612, 1
1613, 1
1614, 1
1615, 0
1616, 1
1617, 1
1618, 1
1619, 1
1620, 0
1621, 0
1622, 0
1623, 1
1624, 0
1625, 0
1626, 1
1627, 1
1628, 0
1629, 0
1630, 0
1631, 0
1632, 0
1633, 0
1634, 0
1635, 0
1636, 0
1637, 1
1638, 1
1639, 0
1640, 0
1641, 0
1642, 0
1643, 1
1644, 1
601, 0
1645, 0
1646, 0
1647, 1
1648, 1
1649, 0
1650, 0
1651, 1
1652, 0
1653, 0
1654, 1
1655, 1
1656, 0
1657, 1
1658, 0
1659, 1
1660, 0
1661, 1
580, 1
1662, 1
1663, 0
1664, 0
1665, 1
1666, 0
1667, 0
1668, 0
376, 0
1669, 0
1670, 0
1671, 0
1672, 0
1673, 0
1674, 1
1675, 0
1676, 0
1677, 0
1678, 0
1679, 0
1680, 1
1681, 0
1682, 1
1683, 0
1684, 0
1685, 0
1686, 0
1687, 0
1688, 0
1689, 0
1690, 0
1691, 0
1692, 1
1693, 0
1694, 1
1695, 0
1696, 0
1697, 1
1698, 1
1699, 0
1700, 1
1701, 0
1702, 1
1703, 0
1704, 1
1705, 1
1706, 1
1707, 1
1708, 0
1709, 0
1710, 1
1711, 1
1712, 1
1713, 0
1714, 0
1715, 1
1716, 1
1717, 1
1718, 0
1719, 0
1720, 0
1721, 0
1722, 1
1723, 0
1724, 1
1725, 1
1726, 0
1727, 0
420, 0
1728, 1
1729, 0
1730, 0
1731, 0
1732, 1
1733, 0
1734, 0
1735, 1
1736, 1
1737, 0
475, 0
1738, 0
1739, 1
1740, 0
1741, 1
1742, 0
1743, 1
1744, 0
1745, 0
1746, 0
1747, 0
1748, 0
1749, 1
1750, 1
1751, 1
1752, 1
1753, 1
1754, 1
1755, 1
1756, 0
1757, 0
1758, 0
1759, 0
1760, 0
1761, 0
1762, 1
1763, 0
1764, 0
1765, 0
1766, 1
1767, 0
414, 0
1768, 1
1769, 1
1770, 0
1771, 0
1772, 1
1773, 1
1774, 1
1775, 1
1776, 0
1777, 0
1778, 0
1779, 1
1780, 0
1781, 0
1782, 0
1783, 0
1784, 0
1785, 1
1786, 0
1787, 1
1788, 0
1789, 0
1790, 1
1791, 1
1792, 0
1793, 1
1794, 0
1795, 0
1796, 0
1797, 1
1798, 0
1799, 1
1800, 0
1801, 1
1802, 0
1803, 0
1804, 0
1805, 1
1806, 1
1807, 0
1808, 1
1809, 0
1810, 0
1811, 0
1812, 1
1813, 0
1814, 0
1815, 0
1816, 0
1817, 1
1818, 0
1819, 0
1820, 0
1821, 1
1822, 1
1823, 0
1824, 1
1825, 0
1826, 0
1827, 1
1828, 0
1829, 0
1830, 0
1831, 0
1832, 0
1833, 0
1834, 1
1835, 1
1836, 1
1837, 0
1838, 1
1839, 1
1840, 0
1841, 1
1842, 0
1843, 0
1844, 0
1845, 0
517, 0
1846, 1
1847, 0
1848, 1
0, 0
1849, 1
1850, 0
1851, 0
1852, 0
1853, 1
1854, 0
1855, 1
1856, 0
1857, 0
1858, 1
1859, 0
1860, 0
1861, 0
1862, 0
1863, 0
1864, 0
1865, 1
1866, 0
1867, 0
1868, 0
1869, 1
1870, 0
1871, 0
1872, 0
1873, 0
1874, 0
1875, 1
1876, 0
1877, 0
1878, 1
1879, 1
1880, 0
1881, 1
1882, 1
1883, 0
1884, 0
1885, 0
1886, 1
1887, 0
1888, 0
1889, 0
1890, 1
1891, 0
1892, 0
1893, 1
1894, 0
1895, 0
1896, 0
1897, 0
563, 0
1898, 0
1899, 0
1900, 1
1901, 1
1902, 1
1903, 0
1904, 0
1905, 0
1906, 0
1907, 0
1908, 0
1909, 1
1910, 0
1911, 1
2661, 0
2662, 0
2663, 0
2664, 1
2665, 1
2666, 0
2667, 1
2668, 0
2669, 0
2670, 0
2671, 1
2672, 0
2673, 1
2674, 0
2675, 0
2676, 0
2677, 0
2678, 0
2679, 1
2680, 0
2681, 0
2682, 0
2683, 0
2684, 0
2685, 0
2686, 1
2687, 0
2688, 0
2689, 0
2690, 0
2691, 0
2692, 0
2693, 0
2694, 0
2695, 1
2696, 0
2697, 0
2698, 0
2699, 0
2700, 0
2701, 0
2702, 0
2703, 0
2704, 0
2705, 0
2706, 0
2707, 0
2708, 0
2709, 0
2710, 0
2711, 0
2712, 0
2713, 1
2714, 0
2715, 1
2716, 1
2717, 1
2718, 0
2719, 1
2720, 0
2721, 1
2722, 0
2723, 0
2724, 0
2725, 0
2726, 0
2727, 1
2728, 1
2729, 0
2730, 0
2731, 0
2732, 1
2733, 1
2734, 0
2735, 1
2736, 0
2737, 0
2738, 0
2739, 1
2740, 0
2741, 0
2742, 1
2743, 0
2744, 0
2745, 0
2746, 0
2747, 1
2748, 0
2749, 0
2750, 0
2751, 0
2752, 0
2753, 0
2754, 0
2755, 0
2756, 0
2757, 0
2758, 0
2759, 0
2760, 1
2761, 0
2762, 1
2763, 0
2764, 0
2765, 0
2766, 1
2767, 0
2768, 0
2769, 0
2770, 1
2771, 0
2772, 1
2773, 0
2774, 0
2775, 1
2776, 0
2777, 1
2778, 1
2779, 0
2780, 1
2781, 1
2782, 0
2783, 1
2784, 1
2785, 1
2786, 1
2787, 1
2788, 1
2789, 0
2790, 1
2791, 1
2792, 1
2793, 0
2794, 0
2795, 1
2796, 0
2797, 0
2798, 0
2799, 1
2800, 0
2801, 0
2802, 0
2803, 1
2804, 0
2805, 0
2806, 1
2807, 0
2808, 0
2809, 0
2810, 0
2811, 1
2812, 0
2813, 0
2814, 1
2815, 0
2816, 0
2817, 1
2818, 1
2819, 0
2820, 0
2821, 0
2822, 0
2823, 0
2824, 1
2825, 0
2826, 0
2827, 1
2828, 1
2829, 0
2830, 1
2831, 1
2832, 0
2833, 0
2834, 0
2835, 1
2836, 0
2837, 0
2838, 0
2839, 0
2840, 1
2841, 0
2842, 0
2843, 0
2844, 1
2845, 0
2846, 0
2847, 1
2848, 0
2849, 0
2850, 1
2851, 1
2852, 0
2853, 0
2854, 0
2855, 1
2856, 1
2857, 0
2858, 0
2859, 0
2860, 0
2861, 1
2862, 1
2863, 1
2864, 1
2865, 0
2866, 0
2867, 0
2868, 0
2869, 0
2870, 0
2871, 0
2872, 0
2873, 0
2874, 0
2875, 1
2876, 1
2877, 1
2878, 1
2879, 0
2880, 0
2881, 1
2882, 1
2883, 0
2884, 0
2885, 0
2886, 1
2887, 0
2888, 0
2889, 1
2890, 1
2891, 0
2892, 0
2893, 0
2894, 0
2895, 0
2896, 0
2897, 1
2898, 0
2899, 0
2900, 1
2901, 1
860, 0
2902, 0
2903, 0
2904, 0
2905, 0
2906, 0
2907, 0
2908, 0
2909, 1
2910, 1
2911, 1
2912, 1
2913, 1
2914, 0
2915, 0
2916, 1
2917, 0
2918, 0
2919, 1
2920, 1
2921, 0
2922, 0
2923, 1
2924, 0
2925, 1
2926, 0
2927, 0
2928, 1
2929, 0
2930, 1
2931, 1
2932, 1
2933, 0
2934, 0
2935, 0
2936, 0
2937, 0
2938, 0
2939, 0
2940, 1
2941, 0
2942, 0
2943, 0
2944, 0
2945, 0
2946, 1
2947, 1
2948, 1
2949, 0
2950, 1
2951, 1
2952, 0
2953, 0
2954, 0
2955, 0
2956, 0
2957, 0
2958, 1
2959, 1
2960, 1
2961, 1
2962, 1
2963, 0
2964, 0
2965, 1
2966, 0
2967, 0
2968, 0
2969, 0
2970, 0
2971, 1
2972, 0
2973, 1
2974, 0
2975, 1
2976, 1
2977, 0
2978, 0
2979, 0
2980, 1
2981, 1
2982, 1
2983, 0
2984, 0
2985, 1
2986, 1
2987, 0
2988, 0
2989, 0
2990, 1
2991, 0
2992, 1
2993, 0
2994, 0
2995, 0
2996, 0
2997, 1
2998, 0
2999, 0
3000, 0
3001, 0
3002, 0
3003, 0
3004, 1
3005, 0
3006, 0
3007, 1
3008, 1
3009, 0
3010, 0
3011, 0
3012, 0
3013, 0
3014, 1
3015, 0
3016, 0
3017, 0
3018, 1
3019, 0
3020, 0
3021, 1
3022, 0
3023, 0
3024, 0
3025, 0
3026, 0
3027, 0
3028, 0
3029, 0
3030, 0
3031, 0
3032, 0
3033, 0
3034, 0
3035, 0
3036, 0
3037, 1
3038, 1
3039, 0
3040, 0
3041, 1
3042, 0
3043, 1
3044, 0
3045, 0
3046, 1
3047, 0
3048, 1
3049, 0
3050, 0
3051, 0
3052, 0
3053, 0
3054, 1
3055, 0
3056, 0
3057, 0
3058, 0
3059, 0
3060, 0
3061, 0
3062, 0
3063, 0
3064, 1
3065, 0
3066, 0
3067, 1
3068, 0
3069, 0
3070, 0
3071, 0
3072, 0
3073, 1
3074, 0
3075, 0
3076, 0
3077, 0
3078, 0
3079, 0
3080, 0
3081, 1
3082, 1
3083, 0
3084, 0
3085, 0
3086, 1
3087, 1
3088, 1
3089, 1
3090, 0
3091, 1
3092, 0
3093, 0
3094, 1
3095, 0
3096, 0
3097, 0
3098, 0
3099, 0
3100, 1
3101, 1
3102, 1
3103, 1
3104, 0
3105, 0
3106, 1
3107, 0
3108, 0
3109, 1
3110, 1
3111, 0
3112, 1
3113, 0
3114, 1
3115, 0
3116, 1
3117, 1
3118, 0
3119, 1
3120, 1
3121, 1
3122, 1
3123, 0
3124, 1
3125, 0
3126, 1
3127, 0
3128, 0
3129, 0
3130, 0
3131, 0
3132, 0
3133, 1
3134, 0
3135, 0
3136, 1
3137, 1
3138, 1
3139, 1
3140, 1
3141, 0
3142, 0
3143, 0
3144, 1
3145, 1
3146, 1
3147, 0
3148, 1
3149, 0
3150, 1
3151, 1
3152, 0
3153, 0
3154, 0
3155, 0
3156, 0
3157, 0
3158, 0
3159, 0
3160, 0
3161, 0
3162, 1
3163, 0
3164, 0
3165, 1
3166, 0
3167, 1
3168, 1
3169, 0
3170, 0
3171, 0
3172, 1
3173, 0
3174, 0
3175, 0
3176, 0
3177, 0
3178, 1
3179, 0
3180, 0
3181, 1
3182, 0
3183, 0
3184, 1
3185, 1
3186, 0
3187, 0
3188, 1
3189, 0
3190, 0
3191, 1
3192, 0
3193, 0
3194, 0
3195, 1
3196, 0
3197, 1
3198, 1
3199, 0
3200, 1
3201, 0
3202, 1
3203, 1
3204, 0
3205, 0
3206, 0
3207, 0
3208, 1
3209, 1
3210, 1
3211, 1
3212, 0
3213, 0
3214, 0
3215, 1
3216, 0
3217, 0
3218, 1
3219, 0
3220, 0
3221, 0
3222, 0
3223, 0
3224, 1
3225, 0
3226, 0
3227, 0
3228, 1
3229, 0
3230, 0
3231, 0
3232, 0
3233, 0
3234, 0
3235, 1
3236, 0
3237, 0
3238, 0
3239, 1
3240, 1
3241, 1
3242, 1
3243, 1
3244, 1
3245, 1
3246, 0
3247, 0
3248, 0
3249, 0
3250, 0
3251, 1
3252, 1
3253, 0
3254, 0
3255, 1
3256, 0
3257, 0
3258, 0
3259, 0
3260, 1
3261, 1
3262, 0
3263, 0
3264, 0
3265, 0
3266, 1
3267, 1
3268, 0
3269, 0
3270, 0
3271, 0
3272, 1
3273, 0
3274, 0
3275, 1
3276, 0
3277, 0
3278, 0
3279, 1
3280, 1
3281, 0
3282, 0
3283, 0
3284, 0
3285, 0
3286, 0
3287, 0
3288, 1
3289, 0
3290, 0
3291, 1
3292, 1
3293, 0
3294, 0
3295, 1
3296, 0
3297, 0
3298, 0
3299, 1
3300, 0
3301, 0
3302, 0
3303, 0
3304, 0
3305, 0
3306, 1
3307, 0
3308, 0
3309, 1
3310, 1
3311, 0
3312, 1
3313, 0
3314, 1
3315, 0
3316, 0
3317, 0
3318, 1
3319, 0
3320, 1
3321, 1
3322, 0
3323, 0
3324, 1
3325, 0
3326, 1
3327, 0
3328, 0
3329, 0
3330, 1
3331, 1
3332, 0
3333, 0
3334, 1
3335, 1
3336, 1
3337, 0
3338, 0
3339, 0
3340, 0
3341, 1
3342, 1
3343, 0
3344, 1
3345, 1
3346, 1
3347, 0
3348, 0
3349, 0
3350, 0
3351, 1
3352, 0
3353, 1
3354, 0
3355, 0
3356, 1
3357, 0
3358, 1
3359, 1
3360, 1
3361, 0
3362, 0
3363, 0
3364, 0
3365, 1
3366, 0
3367, 1
3368, 0
3369, 1
3370, 0
3371, 0
3372, 1
3373, 0
3374, 1
3375, 0
3376, 0
3377, 0
3378, 1
3379, 1
3380, 0
3381, 1
3382, 0
3383, 0
3384, 0
3385, 1
3386, 0
3387, 0
3388, 0
3389, 0
3390, 0
3391, 1
3392, 1
3393, 0
3394, 1
3395, 0
3396, 0
3397, 0
3398, 0
3399, 1
3400, 0
3401, 0
3402, 1
3403, 0
3404, 0
3405, 0
3406, 1
3407, 0
3408, 0
3409, 1
3410, 0
3411, 0
3412, 1
3413, 0
3414, 1
3415, 1
3416, 0
3417, 1
3418, 1
3419, 0
3420, 0
3421, 1
3422, 1
3423, 1
3424, 0
3425, 1
3426, 0
3427, 0
3428, 0
3429, 1
3430, 0
3431, 1
3432, 0
3433, 1
3434, 0
3435, 0
3436, 0
1913, 0
1914, 0
1915, 0
1916, 1
1917, 0
1918, 1
1919, 1
1920, 1
1921, 1
1922, 0
1923, 0
1924, 0
1925, 1
1926, 1
1927, 1
1928, 1
1929, 1
1930, 1
1931, 0
1932, 0
1933, 0
1934, 0
1935, 1
1936, 0
1937, 0
1938, 1
1939, 0
1940, 1
1941, 0
1942, 1
1943, 0
1944, 1
1945, 1
1946, 0
1947, 0
1948, 0
1949, 1
1950, 0
1951, 1
1952, 0
1953, 0
1954, 1
1955, 0
1956, 0
1957, 0
1958, 1
1959, 0
1960, 1
1961, 1
1962, 0
1963, 1
1964, 0
1965, 1
1966, 0
1967, 0
1968, 1
1969, 1
1970, 1
1971, 1
1972, 0
1973, 0
1974, 1
1975, 0
1976, 1
1977, 0
1978, 0
1979, 0
1980, 0
1981, 1
1982, 1
1983, 0
1984, 0
1985, 1
1986, 0
1987, 1
1988, 1
1989, 0
1990, 1
1991, 0
1992, 0
1993, 1
1994, 0
1995, 0
1996, 1
1997, 1
1998, 0
1999, 0
2000, 0
2001, 0
2002, 0
2003, 1
2004, 1
2005, 1
2006, 0
2007, 0
2008, 0
2009, 1
2010, 1
2011, 1
2012, 0
2013, 1
2014, 1
2015, 1
2016, 0
2017, 1
2018, 0
2019, 1
2020, 1
2021, 1
2022, 1
2023, 0
2024, 1
2025, 0
2026, 0
2027, 0
2028, 0
2029, 0
2030, 1
2031, 0
2032, 0
2033, 1
2034, 1
2035, 1
2036, 0
2037, 0
2038, 0
2039, 1
2040, 0
2041, 0
2042, 0
2043, 1
2044, 1
2045, 0
2046, 1
2047, 0
2048, 1
2049, 0
2050, 0
2051, 1
2052, 0
2053, 0
2054, 0
2055, 0
2056, 1
2057, 0
2058, 0
2059, 0
2060, 0
2061, 0
2062, 0
2063, 1
2064, 0
2065, 1
2066, 0
2067, 1
2068, 1
2069, 0
2070, 0
2071, 0
2072, 0
2073, 1
2074, 1
2075, 1
2076, 0
2077, 0
2078, 0
2079, 1
2080, 0
2081, 1
2082, 1
2083, 0
2084, 0
2085, 1
2086, 0
2087, 1
2088, 1
2089, 1
2090, 0
2091, 1
2092, 0
2093, 0
2094, 1
2095, 1
2096, 0
2097, 1
2098, 1
2099, 0
2100, 1
2101, 0
2102, 0
2103, 1
2104, 0
2105, 0
2106, 0
2107, 1
2108, 0
2109, 0
2110, 1
2111, 1
2112, 0
2113, 1
2114, 0
2115, 0
2116, 0
2117, 1
2118, 0
2119, 1
2120, 1
2121, 1
2122, 0
2123, 0
2124, 0
2125, 0
2126, 1
2127, 1
2128, 0
2129, 1
2130, 1
2131, 0
2132, 0
2133, 1
2134, 1
2135, 0
2136, 0
2137, 1
2138, 0
2139, 0
2140, 1
2141, 1
2142, 1
2143, 0
2144, 1
2145, 1
2146, 0
2147, 0
2148, 0
2149, 1
2150, 0
2151, 0
2152, 0
2153, 1
2154, 1
2155, 1
